Trial,Subject,Condition,Partner,ChoiceType,ChoiceRT,Outcome,PartnerChoice,PreviousPlayerChoice,PreviousPartnerCHoice,Previous Outcome,First Partner within Session,SessionOrder1,SessionOrder2
14,128,SR,PRO,0,488,4,1,1,1,2,PRO,1,SR
15,128,SR,PRO,0,470,3,0,0,1,4,PRO,1,SR
16,128,SR,PRO,1,465,1,0,0,0,3,PRO,1,SR
1,128,SR,ANTI,1,2375,2,1,NaN,NaN,NaN,PRO,1,SR
2,128,SR,ANTI,0,479,4,1,1,1,2,PRO,1,SR
3,128,SR,ANTI,1,381,1,0,0,1,4,PRO,1,SR
4,128,SR,ANTI,1,309,2,1,1,0,1,PRO,1,SR
5,128,SR,ANTI,1,404,2,1,1,1,2,PRO,1,SR
6,128,SR,ANTI,1,336,2,1,1,1,2,PRO,1,SR
7,128,SR,ANTI,1,623,2,1,1,1,2,PRO,1,SR
8,128,SR,ANTI,1,508,1,0,1,1,2,PRO,1,SR
9,128,SR,ANTI,1,554,2,1,1,0,1,PRO,1,SR
10,128,SR,ANTI,1,357,2,1,1,1,2,PRO,1,SR
11,128,SR,ANTI,0,442,4,1,1,1,2,PRO,1,SR
12,128,SR,ANTI,1,431,1,0,0,1,4,PRO,1,SR
13,128,SR,ANTI,1,500,2,1,1,0,1,PRO,1,SR
14,128,SR,ANTI,1,439,2,1,1,1,2,PRO,1,SR
15,128,SR,ANTI,1,436,2,1,1,1,2,PRO,1,SR
16,128,SR,ANTI,1,593,2,1,1,1,2,PRO,1,SR
1,128,SD,PRO,1,2650,1,0,NaN,NaN,NaN,ANTI,1,SR
2,128,SD,PRO,1,497,1,0,1,0,1,ANTI,1,SR
3,128,SD,PRO,1,1428,2,1,1,0,1,ANTI,1,SR
4,128,SD,PRO,1,1456,1,0,1,1,2,ANTI,1,SR
5,128,SD,PRO,1,483,2,1,1,0,1,ANTI,1,SR
6,128,SD,PRO,0,2195,3,0,1,1,2,ANTI,1,SR
7,128,SD,PRO,1,414,1,0,0,0,3,ANTI,1,SR
8,128,SD,PRO,1,603,2,1,1,0,1,ANTI,1,SR
9,128,SD,PRO,1,578,1,0,1,1,2,ANTI,1,SR
10,128,SD,PRO,1,653,1,0,1,0,1,ANTI,1,SR
11,128,SD,PRO,1,922,2,1,1,0,1,ANTI,1,SR
12,128,SD,PRO,1,907,1,0,1,1,2,ANTI,1,SR
13,128,SD,PRO,1,957,1,0,1,0,1,ANTI,1,SR
14,128,SD,PRO,1,1469,2,1,1,0,1,ANTI,1,SR
15,128,SD,PRO,1,1451,1,0,1,1,2,ANTI,1,SR
16,128,SD,PRO,1,950,1,0,1,0,1,ANTI,1,SR
1,128,SD,ANTI,0,1554,4,1,NaN,NaN,NaN,ANTI,1,SR
2,128,SD,ANTI,1,905,1,0,0,1,4,ANTI,1,SR
3,128,SD,ANTI,1,500,2,1,1,0,1,ANTI,1,SR
4,128,SD,ANTI,1,874,1,0,1,1,2,ANTI,1,SR
5,128,SD,ANTI,1,421,2,1,1,0,1,ANTI,1,SR
6,128,SD,ANTI,1,1328,1,0,1,1,2,ANTI,1,SR
7,128,SD,ANTI,1,5069,2,1,1,0,1,ANTI,1,SR
8,128,SD,ANTI,1,4832,1,0,1,1,2,ANTI,1,SR
9,128,SD,ANTI,1,1176,1,0,1,0,1,ANTI,1,SR
10,128,SD,ANTI,1,73,2,1,1,0,1,ANTI,1,SR
11,128,SD,ANTI,1,420,2,1,1,1,2,ANTI,1,SR
12,128,SD,ANTI,1,505,2,1,1,1,2,ANTI,1,SR
13,128,SD,ANTI,1,424,2,1,1,1,2,ANTI,1,SR
14,128,SD,ANTI,1,354,2,1,1,1,2,ANTI,1,SR
15,128,SD,ANTI,1,594,2,1,1,1,2,ANTI,1,SR
16,128,SD,ANTI,1,3014,2,1,1,1,2,ANTI,1,SR
